rank,admin1,admin2,wp_low_mean,SAH_State_Type,SAH_State_Date,acronym,governor,political-party,population,SAH,SAH-notes,county-state,SAH-start-date,SAH-end-date,source-URL,NE-bus-sus,start-date,source-URL_1,Pub-school-closed,start-date_1,source-URL_2
1015,Illinois,Franklin County,-18.2,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,38695,,,,,,,,,,,,
1015,Minnesota,Faribault County,-18.2,Stay at home,3/27/2020,,Tim Walz,Democratic,13736,,,,,,,,,,,,
1016,Louisiana,Avoyelles Parish,-18.17,Stay at home,3/23/2020,,John Bel Edwards,Democratic,40402,,,,,,,,,,,,
1016,Louisiana,St. James Parish,-18.17,Stay at home,3/23/2020,,John Bel Edwards,Democratic,21151,,,,,,,,,,,,
1017,West Virginia,Jackson County,-18.14,Stay at home,3/24/2020,,Jim Justice,Republican,28695,,,,,,,,,,,,
1018,Wisconsin,Waupaca County,-18.12,Stay at home,3/25/2020,,Tony Evers,Democratic,51130,,,,,,,,,,,,
1019,Kentucky,Harlan County,-18.11,Healthy at home,3/26/2020,,Andy Beshear,Democratic,26309,,,,,,,,,,,,
1020,North Carolina,Burke County,-18.08,Stay at home,3/30/2020,,Roy Cooper,Democratic,90405,,,,,,,,,,,,
1021,Illinois,Adams County,-18,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,65623,,,,,,,,,,,,
1021,Illinois,Saline County,-18,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,23789,,,,,,,,,,,,
1021,Indiana,Huntington County,-18,Stay at home,3/24/2020,,Eric Holcomb,Republican,36243,,,,,,,,,,,,
1021,Indiana,Wells County,-18,Stay at home,3/24/2020,,Eric Holcomb,Republican,28083,,,,,,,,,,,,
1021,Louisiana,Evangeline Parish,-18,Stay at home,3/23/2020,,John Bel Edwards,Democratic,33496,,,,,,,,,,,,
1021,Louisiana,Grant Parish,-18,Stay at home,3/23/2020,,John Bel Edwards,Democratic,22436,,,,,,,,,,,,
1021,Missouri,Grundy County,-18,Stay at home,4/6/2020,,Mike Parson,Republican,9975,,,,,,,,,,,,
1021,Missouri,Mississippi County,-18,Stay at home,4/6/2020,,Mike Parson,Republican,13394,,,,,,,,,,,,
1021,New Mexico,Roosevelt County,-18,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,18759,,,,,,,,,,,,
1021,North Carolina,Bertie County,-18,Stay at home,3/30/2020,,Roy Cooper,Democratic,19106,,,,,,,,,,,,
1021,Ohio,Lawrence County,-18,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,59767,,,,,,,,,,,,
1021,Ohio,Ottawa County,-18,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,40769,,,,,,,,,,,,
1021,Tennessee,McNairy County,-18,Stay at home,3/31/2020,,Bill Lee,Republican,25830,,,,,,,,,,,,
1021,Virginia,Brunswick County,-18,Stay at home,3/30/2020,,Ralph Northam,Democratic,16336,,,,,,,,,,,,
1022,Alabama,Clay County,-17.94,Stay at home,4/4/2020,,Kay Ivey,Republican,13294,,,,,,,,,,,,
1022,Georgia,Brooks County,-17.94,Shelter in place,4/3/2020,,Brian Kemp,Republican,15479,,,,,,,,,,,,
1023,Texas,Ector County,-17.92,Stay at home,4/2/2020,,Greg Abbott,Republican,161960,,,,,,,,,,,,
1023,Texas,Fannin County,-17.92,Stay at home,4/2/2020,,Greg Abbott,Republican,35185,,,,,,,,,,,,
1023,Texas,Robertson County,-17.92,Stay at home,4/2/2020,,Greg Abbott,Republican,17219,,,,,,,,,,,,
1024,Kansas,Pratt County,-17.88,Stay at home,3/30/2020,,Laura Kelly,Democratic,9340,,,,,,,,,,,,
1024,Michigan,Van Buren County,-17.88,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,75481,,,,,,,,,,,,
1025,North Carolina,Lenoir County,-17.85,Stay at home,3/30/2020,,Roy Cooper,Democratic,55990,,,,,,,,,,,,
1026,Louisiana,St. Martin Parish,-17.83,Stay at home,3/23/2020,,John Bel Edwards,Democratic,53562,,,,,,,,,,,,
1027,Missouri,Linn County,-17.8,Stay at home,4/6/2020,,Mike Parson,Republican,12039,,,,,,,,,,,,
1028,Missouri,Sullivan County,-17.79,Stay at home,4/6/2020,,Mike Parson,Republican,6233,,,,,,,,,,,,
1029,Indiana,Grant County,-17.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,66039,,,,,,,,,,,,
1029,Indiana,Knox County,-17.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,36596,,,,,,,,,,,,
1029,Louisiana,La Salle Parish,-17.75,Stay at home,3/23/2020,,John Bel Edwards,Democratic,,,,,,,,,,,,,
1029,West Virginia,Upshur County,-17.75,Stay at home,3/24/2020,,Jim Justice,Republican,24372,,,,,,,,,,,,
1029,West Virginia,Wayne County,-17.75,Stay at home,3/24/2020,,Jim Justice,Republican,39961,,,,,,,,,,,,
1029,Wisconsin,Rusk County,-17.75,Stay at home,3/25/2020,,Tony Evers,Democratic,14110,,,,,,,,,,,,
1030,Kansas,Labette County,-17.71,Stay at home,3/30/2020,,Laura Kelly,Democratic,19906,,,,,,,,,,,,
1030,Louisiana,Acadia Parish,-17.71,Stay at home,3/23/2020,,John Bel Edwards,Democratic,62214,,,,,,,,,,,,
1030,North Carolina,Wilkes County,-17.71,Stay at home,3/30/2020,,Roy Cooper,Democratic,68563,,,,,,,,,,,,
1031,Georgia,Taylor County,-17.7,Shelter in place,4/3/2020,,Brian Kemp,Republican,8020,,,,,,,,,,,,
1032,North Carolina,Halifax County,-17.67,Stay at home,3/30/2020,,Roy Cooper,Democratic,50634,,,,,,,,,,,,
1032,West Virginia,Preston County,-17.67,Stay at home,3/24/2020,,Jim Justice,Republican,33553,,,,,,,,,,,,
1033,Georgia,Emanuel County,-17.65,Shelter in place,4/3/2020,,Brian Kemp,Republican,22607,,,,,,,,,,,,
1034,Indiana,Marshall County,-17.62,Stay at home,3/24/2020,,Eric Holcomb,Republican,46296,,,,,,,,,,,,
1034,Indiana,Washington County,-17.62,Stay at home,3/24/2020,,Eric Holcomb,Republican,27932,,,,,,,,,,,,
1034,Michigan,Dickinson County,-17.62,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,25371,,,,,,,,,,,,
1035,Tennessee,Lauderdale County,-17.6,Stay at home,3/31/2020,,Bill Lee,Republican,25997,,,,,,,,,,,,
1036,Louisiana,Bienville Parish,-17.58,Stay at home,3/23/2020,,John Bel Edwards,Democratic,13343,,,,,,,,,,,,
1037,Tennessee,Dyer County,-17.53,Stay at home,3/31/2020,,Bill Lee,Republican,37286,,,,,,,,,,,,
1037,Virginia,Mecklenburg County,-17.53,Stay at home,3/30/2020,,Ralph Northam,Democratic,30624,,,,,,,,,,,,
1038,Idaho,Jerome County,-17.5,Stay at home,3/25/2020,,Brad Little,Republican,24066,,,,,,,,,,,,
1038,Illinois,Crawford County,-17.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,18830,,,,,,,,,,,,
1038,Illinois,Marion County,-17.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,37381,,,,,,,,,,,,
1038,Louisiana,St. Landry Parish,-17.5,Stay at home,3/23/2020,,John Bel Edwards,Democratic,82782,,,,,,,,,,,,
1038,Ohio,Mercer County,-17.5,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,40952,,,,,,,,,,,,
1038,Wisconsin,Clark County,-17.5,Stay at home,3/25/2020,,Tony Evers,Democratic,34705,,,,,,,,,,,,
1039,Arizona,La Paz County,-17.46,Stay at home,3/31/2020,AZ,Doug Ducey,Republican,21039,Yes,,,3/31/2020,4/30/2020,https://ktar.com/story/3090978/ducey-says-no-decision-coming-on-stay-at-home-order-until-next-week/,,,,,,
1040,Mississippi,Scott County,-17.44,Shelter in place,4/3/2020,,Tate Reeves,Republican,28319,,,,,,,,,,,,
1041,Ohio,Guernsey County,-17.43,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,39011,,,,,,,,,,,,
1041,Ohio,Pike County,-17.43,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,27932,,,,,,,,,,,,
1041,Ohio,Williams County,-17.43,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,36739,,,,,,,,,,,,
1042,Illinois,Richland County,-17.4,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,15695,,,,,,,,,,,,
1042,Kentucky,Hart County,-17.4,Healthy at home,3/26/2020,,Andy Beshear,Democratic,18902,,,,,,,,,,,,
1043,Texas,Washington County,-17.38,Stay at home,4/2/2020,,Greg Abbott,Republican,35496,,,,,,,,,,,,
1044,Kentucky,McCreary County,-17.33,Healthy at home,3/26/2020,,Andy Beshear,Democratic,17290,,,,,,,,,,,,
1044,Louisiana,Webster Parish,-17.33,Stay at home,3/23/2020,,John Bel Edwards,Democratic,38792,,,,,,,,,,,,
1044,Minnesota,Nobles County,-17.33,Stay at home,3/27/2020,,Tim Walz,Democratic,21744,,,,,,,,,,,,
1044,Mississippi,Montgomery County,-17.33,Shelter in place,4/3/2020,,Tate Reeves,Republican,9994,,,,,,,,,,,,
1045,North Carolina,Mitchell County,-17.31,Stay at home,3/30/2020,,Roy Cooper,Democratic,14996,,,,,,,,,,,,
1046,Louisiana,Pointe Coupee Parish,-17.3,Stay at home,3/23/2020,,John Bel Edwards,Democratic,21879,,,,,,,,,,,,
1047,Missouri,Clark County,-17.29,Stay at home,4/6/2020,,Mike Parson,Republican,6833,,,,,,,,,,,,
1047,West Virginia,Randolph County,-17.29,Stay at home,3/24/2020,,Jim Justice,Republican,28814,,,,,,,,,,,,
1048,Kentucky,Lyon County,-17.25,Healthy at home,3/26/2020,,Andy Beshear,Democratic,8171,,,,,,,,,,,,
1048,Minnesota,Sibley County,-17.25,Stay at home,3/27/2020,,Tim Walz,Democratic,14997,,,,,,,,,,,,
1049,Virginia,Henry County,-17.23,Stay at home,3/30/2020,,Ralph Northam,Democratic,51050,,,,,,,,,,,,
1050,North Carolina,McDowell County,-17.21,Stay at home,3/30/2020,,Roy Cooper,Democratic,45465,,,,,,,,,,,,
1051,Kentucky,Carter County,-17.2,Healthy at home,3/26/2020,,Andy Beshear,Democratic,27040,,,,,,,,,,,,
1051,Louisiana,Assumption Parish,-17.2,Stay at home,3/23/2020,,John Bel Edwards,Democratic,22279,,,,,,,,,,,,
1051,Louisiana,Concordia Parish,-17.2,Stay at home,3/23/2020,,John Bel Edwards,Democratic,19586,,,,,,,,,,,,
1052,Texas,Camp County,-17.17,Stay at home,4/2/2020,,Greg Abbott,Republican,12983,,,,,,,,,,,,
1053,Indiana,Starke County,-17.14,Stay at home,3/24/2020,,Eric Holcomb,Republican,22951,,,,,,,,,,,,
1054,Virginia,Tazewell County,-17.13,Stay at home,3/30/2020,,Ralph Northam,Democratic,41058,,,,,,,,,,,,
1055,Indiana,Scott County,-17.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,23784,,,,,,,,,,,,
1055,Indiana,Sullivan County,-17.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,20696,,,,,,,,,,,,
1055,Texas,Nolan County,-17.12,Stay at home,4/2/2020,,Greg Abbott,Republican,14799,,,,,,,,,,,,
1055,Texas,Red River County,-17.12,Stay at home,4/2/2020,,Greg Abbott,Republican,12143,,,,,,,,,,,,
1055,West Virginia,Hardy County,-17.12,Stay at home,3/24/2020,,Jim Justice,Republican,13764,,,,,,,,,,,,
1056,Kentucky,Allen County,-17.11,Healthy at home,3/26/2020,,Andy Beshear,Democratic,21122,,,,,,,,,,,,
1057,Florida,Gulf County,-17.08,Stay at home,4/3/2020,,Ron DeSantis,Republican,16146,,,,,,,,,,,,
1057,Mississippi,Winston County,-17.08,Shelter in place,4/3/2020,,Tate Reeves,Republican,18164,,,,,,,,,,,,
1058,Illinois,Randolph County,-17,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,32177,,,,,,,,,,,,
1058,Indiana,Adams County,-17,Stay at home,3/24/2020,,Eric Holcomb,Republican,35595,,,,,,,,,,,,
1058,Ohio,Wyandot County,-17,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,21918,,,,,,,,,,,,
1058,Texas,Hopkins County,-17,Stay at home,4/2/2020,,Greg Abbott,Republican,36738,,,,,,,,,,,,
1059,Missouri,Hickory County,-16.93,Stay at home,4/6/2020,,Mike Parson,Republican,9458,,,,,,,,,,,,
1060,Texas,Houston County,-16.92,Stay at home,4/2/2020,,Greg Abbott,Republican,23068,,,,,,,,,,,,
1060,Virginia,Richmond County,-16.92,Stay at home,3/30/2020,,Ralph Northam,Democratic,8970,,,,,,,,,,,,
1061,Minnesota,Pipestone County,-16.89,Stay at home,3/27/2020,,Tim Walz,Democratic,9127,,,,,,,,,,,,
1062,Tennessee,Crockett County,-16.88,Stay at home,3/31/2020,,Bill Lee,Republican,14296,,,,,,,,,,,,
1063,Missouri,Iron County,-16.85,Stay at home,4/6/2020,,Mike Parson,Republican,10187,,,,,,,,,,,,
1064,Alabama,Conecuh County,-16.83,Stay at home,4/4/2020,,Kay Ivey,Republican,12292,,,,,,,,,,,,
1064,Louisiana,Washington Parish,-16.83,Stay at home,3/23/2020,,John Bel Edwards,Democratic,46588,,,,,,,,,,,,
1065,Texas,Wilbarger County,-16.8,Stay at home,4/2/2020,,Greg Abbott,Republican,12777,,,,,,,,,,,,
1066,Kentucky,Johnson County,-16.78,Healthy at home,3/26/2020,,Andy Beshear,Democratic,22391,,,,,,,,,,,,
1067,Illinois,Greene County,-16.75,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,13065,,,,,,,,,,,,
1067,New Mexico,Lea County,-16.75,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,69543,,,,,,,,,,,,
1067,West Virginia,Logan County,-16.75,Stay at home,3/24/2020,,Jim Justice,Republican,32609,,,,,,,,,,,,
1068,California,Lake County,-16.67,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,64317,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1069,Florida,Taylor County,-16.63,Stay at home,4/3/2020,,Ron DeSantis,Republican,21545,,,,,,,,,,,,
1070,Louisiana,Jackson Parish,-16.6,Stay at home,3/23/2020,,John Bel Edwards,Democratic,15912,,,,,,,,,,,,
1070,Minnesota,Chippewa County,-16.6,Stay at home,3/27/2020,,Tim Walz,Democratic,11901,,,,,,,,,,,,
1071,Ohio,Ashtabula County,-16.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,97587,,,,,,,,,,,,
1071,Ohio,Gallia County,-16.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,29945,,,,,,,,,,,,
1072,North Carolina,Duplin County,-16.54,Stay at home,3/30/2020,,Roy Cooper,Democratic,58991,,,,,,,,,,,,
1072,Virginia,Sussex County,-16.54,Stay at home,3/30/2020,,Ralph Northam,Democratic,11241,,,,,,,,,,,,
1073,Texas,Callahan County,-16.52,Stay at home,4/2/2020,,Greg Abbott,Republican,13990,,,,,,,,,,,,
1074,Illinois,Jersey County,-16.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,21795,,,,,,,,,,,,
1074,Kansas,Barton County,-16.5,Stay at home,3/30/2020,,Laura Kelly,Democratic,26057,,,,,,,,,,,,
1074,Louisiana,Vermilion Parish,-16.5,Stay at home,3/23/2020,,John Bel Edwards,Democratic,59886,,,,,,,,,,,,
1074,Virginia,Smyth County,-16.5,Stay at home,3/30/2020,,Ralph Northam,Democratic,30454,,,,,,,,,,,,
1075,Georgia,Elbert County,-16.44,Shelter in place,4/3/2020,,Brian Kemp,Republican,19095,,,,,,,,,,,,
1076,Kansas,Saline County,-16.38,Stay at home,3/30/2020,,Laura Kelly,Democratic,54387,,,,,,,,,,,,
1077,California,Shasta County,-16.33,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,179709,Yes,,same,3/19/2020,,,,,,Yes,3/17/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1077,Texas,Gaines County,-16.33,Stay at home,4/2/2020,,Greg Abbott,Republican,20820,,,,,,,,,,,,
1077,Texas,Lamar County,-16.33,Stay at home,4/2/2020,,Greg Abbott,Republican,49729,,,,,,,,,,,,
1077,West Virginia,Taylor County,-16.33,Stay at home,3/24/2020,,Jim Justice,Republican,16828,,,,,,,,,,,,
1078,Idaho,Shoshone County,-16.29,Stay at home,3/25/2020,,Brad Little,Republican,12790,,,,,,,,,,,,
1078,Kansas,Seward County,-16.29,Stay at home,3/30/2020,,Laura Kelly,Democratic,21902,,,,,,,,,,,,
1078,North Carolina,Montgomery County,-16.29,Stay at home,3/30/2020,,Roy Cooper,Democratic,27077,,,,,,,,,,,,
1078,West Virginia,Barbour County,-16.29,Stay at home,3/24/2020,,Jim Justice,Republican,16487,,,,,,,,,,,,
1079,North Carolina,Columbus County,-16.15,Stay at home,3/30/2020,,Roy Cooper,Democratic,55819,,,,,,,,,,,,
1080,Indiana,Randolph County,-16.14,Stay at home,3/24/2020,,Eric Holcomb,Republican,24806,,,,,,,,,,,,
1080,North Carolina,Bladen County,-16.14,Stay at home,3/30/2020,,Roy Cooper,Democratic,33151,,,,,,,,,,,,
1081,West Virginia,Mineral County,-16.11,Stay at home,3/24/2020,,Jim Justice,Republican,26953,,,,,,,,,,,,
1082,Mississippi,Attala County,-16.04,Shelter in place,4/3/2020,,Tate Reeves,Republican,18328,,,,,,,,,,,,
1083,Illinois,Williamson County,-16,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,66982,,,,,,,,,,,,
1083,Louisiana,De Soto Parish,-16,Stay at home,3/23/2020,,John Bel Edwards,Democratic,27426,,,,,,,,,,,,
1083,Mississippi,Copiah County,-16,Shelter in place,4/3/2020,,Tate Reeves,Republican,28400,,,,,,,,,,,,
1083,Ohio,Holmes County,-16,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,43919,,,,,,,,,,,,
1084,Kentucky,Clay County,-15.88,Healthy at home,3/26/2020,,Andy Beshear,Democratic,20088,,,,,,,,,,,,
1084,Oregon,Morrow County,-15.88,Stay at home,3/23/2020,,Kate Brown,Democratic,11360,,,,,,,,,,,,
1085,Ohio,Van Wert County,-15.86,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,28253,,,,,,,,,,,,
1086,Texas,Colorado County,-15.83,Stay at home,4/2/2020,,Greg Abbott,Republican,21305,,,,,,,,,,,,
1087,Kentucky,Wayne County,-15.78,Healthy at home,3/26/2020,,Andy Beshear,Democratic,20430,,,,,,,,,,,,
1088,Idaho,Gooding County,-15.75,Stay at home,3/25/2020,,Brad Little,Republican,15116,,,,,,,,,,,,
1089,Louisiana,Morehouse Parish,-15.71,Stay at home,3/23/2020,,John Bel Edwards,Democratic,25324,,,,,,,,,,,,
1089,Ohio,Darke County,-15.71,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,51299,,,,,,,,,,,,
1089,Tennessee,Fentress County,-15.71,Stay at home,3/31/2020,,Bill Lee,Republican,18322,,,,,,,,,,,,
1090,North Carolina,Richmond County,-15.69,Stay at home,3/30/2020,,Roy Cooper,Democratic,44888,,,,,,,,,,,,
1091,Missouri,Dent County,-15.62,Stay at home,4/6/2020,,Mike Parson,Republican,15547,,,,,,,,,,,,
1092,Indiana,Noble County,-15.57,Stay at home,3/24/2020,,Eric Holcomb,Republican,47543,,,,,,,,,,,,
1093,Colorado,Huerfano County,-15.52,Stay at home,3/26/2020,,Jared Polis,Democratic,6887,,,,,,,,,,,,
1094,Illinois,Fayette County,-15.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,21368,,,,,,,,,,,,
1094,Illinois,Lawrence County,-15.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,15813,,,,,,,,,,,,
1095,Illinois,McDonough County,-15.42,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,29984,,,,,,,,,,,,
1096,Virginia,Nottoway County,-15.38,Stay at home,3/30/2020,,Ralph Northam,Democratic,15400,,,,,,,,,,,,
1097,Colorado,Kit Carson County,-15.33,Stay at home,3/26/2020,,Jared Polis,Democratic,7159,,,,,,,,,,,,
1098,Louisiana,Vernon Parish,-15.29,Stay at home,3/23/2020,,John Bel Edwards,Democratic,48101,,,,,,,,,,,,
1099,Texas,Coleman County,-15.26,Stay at home,4/2/2020,,Greg Abbott,Republican,8367,,,,,,,,,,,,
1100,Indiana,Blackford County,-15.19,Stay at home,3/24/2020,,Eric Holcomb,Republican,11924,,,,,,,,,,,,
1101,Kansas,Thomas County,-15.12,Stay at home,3/30/2020,,Laura Kelly,Democratic,7710,,,,,,,,,,,,
1102,Oregon,Curry County,-15.11,Stay at home,3/23/2020,,Kate Brown,Democratic,22795,,,,,,,,,,,,
1103,Missouri,Saline County,-15.1,Stay at home,4/6/2020,,Mike Parson,Republican,22890,,,,,,,,,,,,
1104,Kentucky,Powell County,-15.06,Healthy at home,3/26/2020,,Andy Beshear,Democratic,12371,,,,,,,,,,,,
1105,Mississippi,Grenada County,-15.04,Shelter in place,4/3/2020,,Tate Reeves,Republican,20984,,,,,,,,,,,,
1106,California,Stanislaus County,-15,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,548126,Yes,,same,3/19/2020,,http://sonomacounty.ca.gov/CAO/Press-Releases/Health-Officer-Orders-County-Residents-Shelter-in-Place/,,,,Yes,3/19/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1106,Colorado,Prowers County,-15,Stay at home,3/26/2020,,Jared Polis,Democratic,12079,,,,,,,,,,,,
1106,Illinois,White County,-15,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,13618,,,,,,,,,,,,
1107,North Carolina,Sampson County,-14.87,Stay at home,3/30/2020,,Roy Cooper,Democratic,63345,,,,,,,,,,,,
1108,Louisiana,Iberia Parish,-14.83,Stay at home,3/23/2020,,John Bel Edwards,Democratic,70905,,,,,,,,,,,,
1109,Kansas,Cloud County,-14.76,Stay at home,3/30/2020,,Laura Kelly,Democratic,8734,,,,,,,,,,,,
1110,California,Siskiyou County,-14.75,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,43550,Yes,,same,3/19/2020,,,,,,Yes,3/18/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1110,Kentucky,Fulton County,-14.75,Healthy at home,3/26/2020,,Andy Beshear,Democratic,6066,,,,,,,,,,,,
1111,Ohio,Perry County,-14.71,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,36039,,,,,,,,,,,,
1112,Louisiana,Richland Parish,-14.67,Stay at home,3/23/2020,,John Bel Edwards,Democratic,20223,,,,,,,,,,,,
1113,New Mexico,Eddy County,-14.62,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,57729,,,,,,,,,,,,
1114,Illinois,Warren County,-14.57,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,16992,,,,,,,,,,,,
1114,Indiana,Steuben County,-14.57,Stay at home,3/24/2020,,Eric Holcomb,Republican,34487,,,,,,,,,,,,
1115,North Carolina,Washington County,-14.46,Stay at home,3/30/2020,,Roy Cooper,Democratic,11769,,,,,,,,,,,,
1116,New Mexico,Quay County,-14.45,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,8242,,,,,,,,,,,,
1117,Kansas,Marshall County,-14.43,Stay at home,3/30/2020,,Laura Kelly,Democratic,9715,,,,,,,,,,,,
1118,Texas,Eastland County,-14.4,Stay at home,4/2/2020,,Greg Abbott,Republican,18319,,,,,,,,,,,,
1119,California,Colusa County,-14.33,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,21418,Yes,,,,,,,,,Yes,3/18/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1119,Idaho,Fremont County,-14.33,Stay at home,3/25/2020,,Brad Little,Republican,13155,,,,,,,,,,,,
1120,Alaska,North Slope,-14,Stay at home,3/28/2020,,Mike Dunleavy,Republican,,,,,,,,,,,,,
1120,Indiana,LaGrange County,-14,Stay at home,3/24/2020,,Eric Holcomb,Republican,39375,,,,,,,,,,,,
1120,Kentucky,Lawrence County,-14,Healthy at home,3/26/2020,,Andy Beshear,Democratic,15583,,,,,,,,,,,,
1121,Texas,Ward County,-13.94,Stay at home,4/2/2020,,Greg Abbott,Republican,11709,,,,,,,,,,,,
1122,Kansas,Russell County,-13.93,Stay at home,3/30/2020,,Laura Kelly,Democratic,6902,,,,,,,,,,,,
1123,Virginia,Emporia,-13.92,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
1124,Louisiana,Union Parish,-13.88,Stay at home,3/23/2020,,John Bel Edwards,Democratic,22243,,,,,,,,,,,,
1125,Texas,Mitchell County,-13.79,Stay at home,4/2/2020,,Greg Abbott,Republican,8525,,,,,,,,,,,,
1126,Indiana,Jay County,-13.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,20727,,,,,,,,,,,,
1127,Indiana,Daviess County,-13.71,Stay at home,3/24/2020,,Eric Holcomb,Republican,33278,,,,,,,,,,,,
1128,Texas,McCulloch County,-13.67,Stay at home,4/2/2020,,Greg Abbott,Republican,7982,,,,,,,,,,,,
1129,Indiana,Spencer County,-13.57,Stay at home,3/24/2020,,Eric Holcomb,Republican,20385,,,,,,,,,,,,
1129,Ohio,Scioto County,-13.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,75480,,,,,,,,,,,,
1130,Louisiana,East Feliciana Parish,-13.5,Stay at home,3/23/2020,,John Bel Edwards,Democratic,19286,,,,,,,,,,,,
1131,Kentucky,Webster County,-13.44,Healthy at home,3/26/2020,,Andy Beshear,Democratic,13051,,,,,,,,,,,,
1132,Louisiana,West Carroll Parish,-13.29,Stay at home,3/23/2020,,John Bel Edwards,Democratic,10977,,,,,,,,,,,,
1133,Idaho,Elmore County,-13.25,Stay at home,3/25/2020,,Brad Little,Republican,27362,,,,,,,,,,,,
1134,Texas,Karnes County,-13.23,Stay at home,4/2/2020,,Greg Abbott,Republican,15660,,,,,,,,,,,,
1135,Illinois,Hancock County,-13.17,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,17828,,,,,,,,,,,,
1136,Indiana,Elkhart County,-13.14,Stay at home,3/24/2020,,Eric Holcomb,Republican,205617,,,,,,,,,,,,
1136,Ohio,Jackson County,-13.14,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,32366,,,,,,,,,,,,
1137,Louisiana,Winn Parish,-13,Stay at home,3/23/2020,,John Bel Edwards,Democratic,14138,,,,,,,,,,,,
1137,Mississippi,Leflore County,-13,Shelter in place,4/3/2020,,Tate Reeves,Republican,28616,,,,,,,,,,,,
1138,Illinois,Wabash County,-12.83,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,11523,,,,,,,,,,,,
1139,Louisiana,Sabine Parish,-12.67,Stay at home,3/23/2020,,John Bel Edwards,Democratic,23901,,,,,,,,,,,,
1140,California,Merced County,-12.57,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,274151,Yes,,,,,,,,,Yes,3/19/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
1140,Kansas,Montgomery County,-12.57,Stay at home,3/30/2020,,Laura Kelly,Democratic,32091,,,,,,,,,,,,
1140,Louisiana,Franklin Parish,-12.57,Stay at home,3/23/2020,,John Bel Edwards,Democratic,20164,,,,,,,,,,,,
1141,Wisconsin,Taylor County,-12.55,Stay at home,3/25/2020,,Tony Evers,Democratic,20364,,,,,,,,,,,,
1142,Ohio,Paulding County,-12.5,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,18742,,,,,,,,,,,,
1143,Texas,Stephens County,-12.46,Stay at home,4/2/2020,,Greg Abbott,Republican,9405,,,,,,,,,,,,
